obsDate,temp,tempFeel,RH,MSLP,windSpeed,windDir,clouds,rain
14-01-23 02:09,20.9,21.7,100,1013,3.7,0,20,0.0
14-01-23 03:08,20.9,21.7,100,1013,3.7,0,20,0.0
14-01-23 04:03,19.9,20.6,100,1012,3.7,0,20,0.0
14-01-23 05:09,18.9,19.5,100,1013,3.7,0,31,0.0
14-01-23 07:22,18.9,19.5,100,1014,5.5,270,42,0.0
14-01-23 08:16,18.9,19.5,100,1015,5.5,280,29,0.0
14-01-23 09:08,19.9,20.6,100,1015,2.6,256,23,0.0
14-01-23 10:10,21.9,22.8,100,1016,5.5,320,20,0.0
14-01-23 11:08,25.9,26.4,69,1015,3.7,0,18,0.0
14-01-23 12:10,27.9,29.1,57,1014,3.7,0,20,0.0
14-01-23 13:08,27.9,29.1,57,1012,9.3,220,20,0.0
14-01-23 14:09,28.9,30.1,54,1012,13.0,110,40,0.0
14-01-23 15:08,28.9,30.1,54,1012,13.0,110,40,0.0
14-01-23 16:08,25.6,25.8,62,1011,17.3,175,25,0.0
14-01-23 17:08,26.9,28.1,61,1011,13.0,200,20,0.0
14-01-23 18:23,24.9,25.4,73,1012,9.3,220,20,0.0
14-01-23 19:08,23.9,24.4,78,1012,7.4,220,20,0.0
14-01-23 20:08,23.0,23.3,74,1014,9.6,226,11,0.0
14-01-23 21:08,22.9,23.7,94,1014,3.7,0,9,0.0
14-01-23 22:10,21.9,22.6,94,1014,3.7,0,7,0.0
14-01-23 23:08,22.0,22.3,78,1013,7.5,236,6,0.0
15-01-23 00:09,20.9,21.7,100,1014,3.7,0,0,0.0
15-01-23 01:08,20.9,21.7,100,1013,3.7,0,0,0.0
15-01-23 02:08,20.9,21.7,100,1013,3.7,0,0,0.0
15-01-23 03:08,20.6,20.9,82,1011,6.2,297,0,0.0
15-01-23 04:08,20.4,20.6,82,1011,4.8,308,1,0.0
15-01-23 05:08,19.9,20.6,100,1012,3.7,0,2,0.0
15-01-23 07:31,18.9,19.5,100,1013,3.7,0,20,0.0
15-01-23 08:27,20.9,21.7,100,1014,5.5,240,20,0.0
15-01-23 09:08,21.9,22.8,100,1014,5.5,280,20,0.0
15-01-23 10:08,24.9,25.5,78,1015,7.4,270,20,0.0
15-01-23 11:06,26.9,28.7,69,1014,7.4,280,20,0.0
15-01-23 12:11,28.9,30.1,54,1013,9.3,250,20,0.0
15-01-23 13:08,27.5,28.4,56,1010,15.2,166,9,0.0
15-01-23 14:07,28.9,29.7,51,1010,13.0,160,40,0.0
15-01-23 15:07,27.9,29.1,57,1010,11.1,200,40,0.0
15-01-23 16:08,27.9,29.1,57,1010,11.1,200,40,0.0
15-01-23 17:08,27.9,29.5,61,1010,11.1,190,40,0.0
15-01-23 18:24,24.9,25.5,78,1011,5.5,210,40,0.0
15-01-23 19:08,23.9,24.6,83,1012,5.5,250,40,0.0
15-01-23 20:08,24.9,25.5,78,1013,5.5,240,40,0.0
15-01-23 21:08,23.9,24.6,83,1013,3.7,0,40,0.0
15-01-23 22:11,22.9,23.7,94,1013,3.7,0,20,0.0
15-01-23 23:08,21.9,22.8,100,1014,3.7,0,20,0.0
16-01-23 00:09,21.9,22.8,100,1013,3.7,0,20,0.0
16-01-23 01:08,21.6,21.9,80,1012,8.5,237,4,0.0
16-01-23 02:08,21.1,21.4,81,1012,8.0,251,7,0.0
16-01-23 03:08,20.8,21.1,83,1012,8.0,267,7,0.0
16-01-23 04:08,20.4,20.6,84,1012,7.4,279,6,0.0
16-01-23 05:08,20.2,20.4,84,1012,6.3,280,6,0.0
16-01-23 07:31,18.9,19.5,100,1014,3.7,0,20,0.0
16-01-23 08:26,20.9,21.5,94,1015,3.7,0,20,0.0
16-01-23 09:09,22.9,23.3,78,1016,3.7,0,20,0.0
16-01-23 10:12,25.9,26.1,57,1016,3.7,0,20,0.0
16-01-23 11:08,26.9,27.6,54,1015,9.3,230,20,0.0
16-01-23 12:10,28.9,29.0,45,1014,5.5,250,20,0.0
16-01-23 13:08,29.9,29.9,42,1013,7.4,250,20,0.0
16-01-23 14:12,29.9,30.7,48,1012,13.0,200,20,0.0
16-01-23 15:08,28.9,29.7,51,1012,13.0,230,40,0.0
16-01-23 16:10,27.9,28.5,51,1012,16.7,200,40,0.0
16-01-23 17:08,26.9,27.6,54,1012,14.8,200,20,0.0
16-01-23 18:30,24.9,25.4,73,1012,9.3,220,20,0.0
16-01-23 19:10,23.4,23.8,73,1014,10.8,204,0,0.0
16-01-23 20:08,23.9,24.4,78,1014,5.5,240,40,0.0
16-01-23 21:09,22.9,23.7,94,1014,3.7,0,40,0.0
16-01-23 22:15,22.9,23.7,94,1015,3.7,0,40,0.0
16-01-23 23:08,22.9,23.7,94,1015,3.7,0,40,0.0
17-01-23 00:11,21.9,22.8,100,1014,3.7,0,40,0.0
17-01-23 01:08,20.9,21.7,100,1014,3.7,0,20,0.0
17-01-23 02:08,20.9,21.7,100,1013,3.7,0,20,0.0
17-01-23 03:08,19.9,20.6,100,1012,3.7,0,20,0.0
17-01-23 04:08,20.8,21.1,82,1012,3.8,303,0,0.0
17-01-23 05:08,19.9,20.6,100,1012,3.7,0,20,0.0
17-01-23 07:30,18.9,19.5,100,1014,3.7,0,20,0.0
17-01-23 08:21,20.9,21.7,100,1015,5.5,230,11,0.0
17-01-23 09:09,22.9,23.7,94,1016,7.4,240,12,0.0
17-01-23 10:11,24.9,25.4,73,1016,13.0,260,20,0.0
17-01-23 11:08,25.9,26.4,69,1016,11.1,250,20,0.0
17-01-23 12:12,26.9,27.8,57,1014,12.9,167,4,0.0
17-01-23 13:09,27.9,28.8,54,1014,18.5,210,40,0.0
17-01-23 14:11,28.9,29.7,51,1013,16.7,210,40,0.0
17-01-23 15:10,28.9,30.1,54,1013,18.5,180,40,0.0
17-01-23 16:09,27.9,29.1,57,1013,14.8,190,20,0.0
17-01-23 17:06,24.6,24.9,68,1013,17.7,169,2,0.0
17-01-23 18:30,23.8,24.1,71,1014,13.2,179,0,0.0
17-01-23 19:06,24.9,25.4,73,1014,5.5,240,40,0.0
17-01-23 20:10,24.9,25.4,73,1015,3.7,0,40,0.0
17-01-23 21:11,22.9,23.6,88,1015,5.5,350,40,0.0
17-01-23 22:16,22.9,23.7,94,1016,3.7,0,40,0.0
17-01-23 23:10,21.9,22.8,100,1016,3.7,0,20,0.0
18-01-23 00:12,21.9,22.8,100,1016,3.7,0,20,0.0
18-01-23 01:10,20.9,21.7,100,1015,3.7,0,20,0.0
18-01-23 02:06,20.9,21.7,100,1015,3.7,0,20,0.0
18-01-23 03:10,19.9,20.6,100,1014,3.7,0,20,0.0
18-01-23 04:10,19.9,20.6,100,1014,3.7,0,20,0.0
18-01-23 05:10,19.9,20.6,100,1014,3.7,0,20,0.0
18-01-23 07:36,21.3,21.5,78,1017,4.9,319,0,0.0
18-01-23 08:28,21.9,22.6,94,1017,3.7,0,20,0.0
18-01-23 09:11,23.9,24.6,83,1018,3.7,0,0,0.0
18-01-23 10:13,25.9,26.1,57,1018,7.4,230,0,0.0
18-01-23 11:09,27.9,28.5,51,1018,11.1,230,0,0.0
18-01-23 12:14,27.9,28.1,47,1017,5.5,250,0,0.0
18-01-23 13:10,26.8,27.8,59,1014,17.2,166,0,0.0
18-01-23 14:09,28.9,29.4,48,1015,13.0,190,20,0.0
18-01-23 15:10,27.9,28.5,51,1014,16.7,190,20,0.0
18-01-23 16:11,25.4,25.7,65,1014,19.9,167,3,0.0
18-01-23 17:10,26.9,28.1,61,1014,11.1,200,20,0.0
18-01-23 18:29,24.9,25.3,69,1014,7.4,210,20,0.0
18-01-23 19:10,24.9,25.3,69,1015,7.4,210,20,0.0
18-01-23 20:10,23.9,24.4,78,1016,3.7,0,20,0.0
18-01-23 21:11,22.9,23.5,83,1017,3.7,0,20,0.0
18-01-23 22:18,22.9,23.5,83,1017,3.7,0,20,0.0
18-01-23 23:10,22.9,23.5,83,1017,3.7,0,20,0.0
19-01-23 00:13,21.9,22.6,94,1017,3.7,0,20,0.0
19-01-23 01:07,20.9,21.7,100,1016,3.7,0,20,0.0
19-01-23 02:10,20.9,21.7,100,1016,3.7,0,20,0.0
19-01-23 03:11,20.9,21.7,100,1015,3.7,0,20,0.0
19-01-23 04:10,20.6,20.9,83,1015,4.9,302,44,0.0
19-01-23 05:06,19.9,20.6,100,1015,3.7,0,40,0.0
19-01-23 07:37,19.9,20.6,100,1017,3.7,0,48,0.0
19-01-23 08:27,21.9,22.6,94,1018,5.5,240,48,0.0
19-01-23 09:11,23.9,24.6,83,1018,5.5,260,37,0.0
19-01-23 10:13,26.9,27.8,57,1018,5.5,310,43,0.0
19-01-23 11:11,26.9,27.8,57,1018,7.4,280,37,0.0
19-01-23 12:14,28.9,29.0,45,1016,5.5,240,20,0.0
19-01-23 13:10,29.9,30.2,45,1016,7.4,190,20,0.0
19-01-23 14:11,28.9,29.4,48,1014,13.0,200,40,0.0
19-01-23 15:10,29.9,29.9,42,1013,14.8,190,20,0.0
19-01-23 16:12,28.9,29.4,48,1013,14.8,120,20,0.0
19-01-23 17:11,27.9,28.5,51,1014,11.1,120,20,0.0
19-01-23 18:31,25.9,26.2,61,1014,3.7,0,20,0.0
19-01-23 19:11,25.9,26.2,61,1015,3.7,0,20,0.0
19-01-23 20:12,22.9,23.5,83,1016,3.7,0,20,0.0
19-01-23 21:12,21.9,22.6,94,1016,3.7,0,20,0.0
19-01-23 22:19,21.9,22.6,94,1016,3.7,0,20,0.0
19-01-23 23:11,21.9,22.6,94,1016,3.7,0,20,0.0
20-01-23 00:17,20.9,21.7,100,1016,3.7,0,20,0.0
20-01-23 01:11,20.9,21.5,94,1015,3.7,0,20,0.0
20-01-23 02:10,21.5,21.9,82,1014,3.9,4,18,0.0
20-01-23 03:09,20.9,21.5,94,1014,3.7,0,20,0.0
20-01-23 04:10,20.9,21.2,84,1014,5.3,344,16,0.0
20-01-23 05:10,19.9,20.6,100,1014,3.7,0,20,0.0
20-01-23 07:37,20.9,21.5,94,1016,3.7,0,40,0.0
20-01-23 08:25,22.9,23.5,83,1017,3.7,0,40,0.0
20-01-23 09:11,24.7,25.0,66,1018,7.5,31,7,0.0
20-01-23 10:13,26.0,26.0,61,1018,9.2,66,8,0.0
20-01-23 11:10,26.9,28.1,61,1018,7.4,290,40,0.0
20-01-23 12:12,28.9,30.1,54,1017,16.7,130,40,0.0
20-01-23 13:11,26.9,28.1,61,1016,13.0,150,40,0.0
20-01-23 14:09,26.6,26.6,60,1013,17.8,109,40,0.0
20-01-23 15:10,27.9,28.8,54,1014,14.8,120,40,0.0
20-01-23 16:11,27.9,28.8,54,1013,18.5,120,40,0.0
20-01-23 17:10,26.9,28.1,61,1013,14.8,110,40,0.0
20-01-23 18:30,24.9,25.4,73,1014,11.1,90,20,0.0
20-01-23 19:10,24.9,25.4,73,1014,11.1,90,20,0.0
20-01-23 20:11,23.9,24.6,83,1015,3.7,0,20,0.0
20-01-23 21:11,23.2,23.6,76,1017,5.4,99,36,0.0
20-01-23 22:18,22.9,23.6,88,1017,3.7,0,20,0.0
20-01-23 23:10,22.9,23.6,88,1017,3.7,0,20,0.0
21-01-23 00:13,22.9,23.6,88,1016,3.7,0,40,0.0
21-01-23 01:10,22.9,23.6,88,1016,3.7,0,40,0.0
21-01-23 02:10,22.1,22.5,82,1014,4.8,35,49,0.0
21-01-23 03:10,22.1,22.5,82,1014,5.7,24,56,0.0
21-01-23 04:06,22.0,22.4,82,1014,6.5,18,62,0.0
21-01-23 05:10,20.9,21.7,100,1014,3.7,0,40,0.0
21-01-23 07:30,19.9,20.6,100,1016,3.7,0,40,0.0
21-01-23 08:22,22.9,23.7,94,1016,5.5,300,20,0.0
21-01-23 09:10,23.9,24.7,88,1017,3.7,0,20,0.0
21-01-23 10:12,25.9,26.4,69,1017,3.7,0,20,0.0
21-01-23 11:10,27.9,29.1,57,1017,3.7,0,40,0.0
21-01-23 12:07,27.9,29.5,61,1016,3.7,0,75,0.0
21-01-23 13:10,27.9,29.5,61,1015,20.4,130,75,0.0
21-01-23 14:11,27.9,29.5,61,1013,18.5,130,75,0.0
21-01-23 15:10,27.9,29.5,61,1012,18.5,120,40,0.0
21-01-23 16:09,27.9,29.5,61,1012,16.7,110,40,0.0
21-01-23 17:10,26.9,28.7,69,1012,14.8,130,40,0.0
21-01-23 18:23,24.9,25.5,78,1013,9.3,110,40,0.0
21-01-23 19:10,24.9,25.5,78,1013,3.7,0,40,0.0
21-01-23 20:11,23.5,23.9,79,1016,5.4,157,11,0.0
21-01-23 21:10,23.9,24.7,88,1015,3.7,0,40,0.0
21-01-23 22:15,22.9,23.9,100,1015,3.7,0,40,0.0
21-01-23 23:10,22.9,23.7,94,1015,0.0,0,40,0.0
22-01-23 00:06,21.9,22.6,94,1014,0.0,0,40,0.0
22-01-23 01:09,22.0,22.4,83,1014,2.7,6,11,0.0
22-01-23 02:10,22.9,23.7,94,1014,0.0,0,40,0.0
22-01-23 03:10,21.5,21.9,85,1013,4.4,18,10,0.0
22-01-23 04:11,21.3,21.7,86,1013,5.9,17,10,0.0
22-01-23 05:10,20.9,21.7,100,1012,0.0,0,40,0.0
22-01-23 07:36,20.9,21.7,100,1014,5.5,230,75,0.0
22-01-23 08:28,22.9,23.7,94,1015,3.7,0,40,0.0
22-01-23 09:10,23.9,24.7,88,1016,5.5,290,40,0.0
22-01-23 10:12,25.9,26.4,69,1017,5.5,207,40,0.0
22-01-23 11:10,26.9,27.8,57,1016,9.3,60,40,0.0
22-01-23 12:11,28.9,29.7,51,1015,9.3,90,40,0.0
22-01-23 13:10,28.9,29.4,48,1014,16.7,90,40,0.0
22-01-23 14:11,28.9,30.1,54,1013,14.8,100,40,0.0
22-01-23 15:10,27.9,29.5,61,1012,16.7,90,40,0.0
22-01-23 16:10,27.9,29.5,61,1012,16.7,100,40,0.0
22-01-23 17:10,26.9,28.4,65,1012,14.8,100,20,0.0
22-01-23 18:25,24.9,25.1,61,1013,14.8,100,20,0.0
22-01-23 19:10,23.7,23.7,61,1014,8.9,86,23,0.0
22-01-23 20:11,23.9,24.2,69,1014,3.7,0,20,0.0
22-01-23 21:11,22.9,23.3,78,1015,3.7,0,20,0.0
22-01-23 22:15,21.9,22.5,88,1015,3.7,0,20,0.0
22-01-23 23:10,20.9,21.5,94,1015,3.7,0,20,0.0
23-01-23 00:11,19.9,20.4,94,1015,3.7,0,20,0.0
23-01-23 01:10,19.9,20.4,94,1014,3.7,0,20,0.0
23-01-23 02:10,21.0,21.0,69,1013,8.9,17,67,0.0
23-01-23 03:10,19.9,20.4,94,1014,3.7,0,20,0.0
23-01-23 04:10,20.4,20.4,72,1013,8.6,16,76,0.0
23-01-23 05:11,17.9,18.4,100,1013,3.7,0,40,0.0
23-01-23 07:32,17.9,18.4,100,1015,3.7,0,20,0.0
23-01-23 08:24,20.9,21.5,94,1015,3.7,0,20,0.0
23-01-23 09:10,22.9,23.5,83,1016,3.7,0,20,0.0
23-01-23 10:12,25.9,26.3,65,1016,11.1,70,20,0.0
23-01-23 11:11,27.9,28.1,47,1016,9.3,80,20,0.0
23-01-23 12:12,28.9,28.7,42,1015,13.0,90,23,0.0
23-01-23 13:11,29.9,28.6,28,1013,14.8,100,18,0.0
23-01-23 14:11,29.9,28.4,26,1012,13.0,90,40,0.0
23-01-23 15:10,28.9,27.9,32,1012,14.8,80,42,0.0
23-01-23 16:11,27.9,27.6,39,1012,14.8,80,35,0.0
23-01-23 17:11,27.9,27.9,44,1012,14.8,100,30,0.0
23-01-23 18:30,23.9,24.1,64,1013,11.1,90,3,0.0
23-01-23 19:10,23.9,24.2,69,1013,11.1,90,5,0.0
23-01-23 20:11,26.9,28.1,61,1014,3.7,0,19,0.0
23-01-23 21:11,19.9,20.4,94,1015,3.7,0,21,0.0
23-01-23 22:17,20.9,21.4,88,1015,3.7,0,18,0.0
23-01-23 23:10,19.9,20.4,94,1015,3.7,0,16,0.0
24-01-23 00:12,18.9,19.3,94,1015,3.7,0,8,0.0
24-01-23 01:10,18.9,19.2,88,1014,3.7,0,9,0.0
24-01-23 02:10,20.2,20.0,69,1013,5.9,354,9,0.0
24-01-23 03:10,16.9,17.3,100,1014,3.7,0,9,0.0
24-01-23 04:11,16.9,17.3,100,1014,3.7,0,9,0.0
24-01-23 05:10,19.4,19.2,70,1013,5.0,347,10,0.0
24-01-23 07:32,20.4,20.1,61,1015,4.4,347,24,0.0
24-01-23 08:23,18.9,19.0,82,1015,3.7,0,24,0.0
24-01-23 09:10,20.9,21.1,78,1016,3.7,0,21,0.0
24-01-23 10:12,25.9,26.1,57,1016,3.7,0,19,0.0
24-01-23 11:06,26.9,27.4,50,1016,11.1,220,18,0.0
24-01-23 12:12,28.9,28.5,39,1015,9.3,210,13,0.0
24-01-23 13:11,29.9,28.9,32,1014,13.0,130,20,0.0
24-01-23 14:11,29.9,28.9,32,1013,16.7,130,23,0.0
24-01-23 15:11,29.9,28.9,32,1013,16.7,140,35,0.0
24-01-23 16:10,28.9,28.1,34,1012,16.7,130,38,0.0
24-01-23 17:07,27.9,27.6,39,1012,13.0,120,48,0.0
24-01-23 18:29,23.9,24.0,60,1013,3.7,0,99,0.0
24-01-23 19:10,21.9,22.0,68,1013,3.7,0,100,0.0
24-01-23 20:10,19.9,19.9,73,1014,3.7,0,100,0.0
24-01-23 21:10,18.9,18.9,77,1015,3.7,0,97,0.0
24-01-23 22:14,17.9,17.9,82,1015,3.7,0,94,0.0
24-01-23 23:09,17.9,17.9,82,1015,3.7,0,87,0.0
25-01-23 00:12,17.9,18.1,88,1014,3.7,0,88,0.0
25-01-23 01:11,20.5,20.5,71,1014,3.7,327,82,0.0
25-01-23 02:10,15.9,16.0,94,1013,3.7,0,85,0.0
25-01-23 03:11,19.8,19.7,73,1013,6.4,344,75,0.0
25-01-23 04:10,15.9,16.2,100,1013,3.7,0,74,0.0
25-01-23 05:10,15.9,16.2,100,1013,3.7,0,31,0.0
25-01-23 07:33,20.2,19.8,56,1015,5.4,1,7,0.0
25-01-23 08:23,18.9,18.9,77,1015,3.7,0,6,0.0
25-01-23 09:10,20.9,20.7,60,1015,3.7,0,6,0.0
25-01-23 10:08,24.9,24.7,47,1016,5.5,260,5,0.0
25-01-23 11:10,27.9,27.6,39,1015,7.4,260,4,0.0
25-01-23 12:13,29.9,28.9,32,1014,9.3,90,1,0.0
25-01-23 13:10,27.7,27.3,38,1012,15.3,115,1,0.0
25-01-23 14:08,30.9,29.4,27,1012,14.8,120,2,0.0
25-01-23 15:10,30.9,29.6,29,1012,16.7,100,1,0.0
25-01-23 16:10,29.9,28.9,32,1011,16.7,130,1,0.0
25-01-23 17:10,29.9,28.9,32,1012,14.8,130,1,0.0
25-01-23 18:29,26.9,27.2,47,1013,7.4,90,0,0.0
25-01-23 19:10,24.9,25.0,57,1013,3.7,0,0,0.0
25-01-23 20:10,22.9,23.1,68,1014,3.7,0,0,0.0
25-01-23 21:11,18.9,18.8,72,1014,3.7,0,0,0.0
25-01-23 23:10,17.9,17.9,82,1014,3.7,0,20,0.0
26-01-23 00:12,16.9,17.1,94,1014,3.7,0,20,0.0
26-01-23 01:06,16.9,17.1,94,1013,3.7,0,20,0.0
26-01-23 02:10,16.9,17.1,94,1013,3.7,0,20,0.0
26-01-23 03:10,19.7,19.4,66,1012,6.0,346,7,0.0
26-01-23 04:10,19.4,19.1,65,1012,5.1,338,8,0.0
26-01-23 05:10,14.9,15.1,100,1013,3.7,0,20,0.0
26-01-23 07:32,20.5,20.1,60,1015,6.2,344,11,0.0
26-01-23 08:24,18.9,19.2,88,1015,3.7,0,8,0.0
26-01-23 09:10,25.0,24.8,47,1016,3.5,60,6,0.0
26-01-23 10:13,25.9,26.1,57,1015,5.5,230,5,0.0
26-01-23 11:10,28.9,28.5,39,1015,9.3,290,4,0.0
26-01-23 12:13,29.9,29.1,35,1013,16.7,130,0,0.0
26-01-23 13:08,29.9,29.1,35,1013,16.7,120,0,0.0
26-01-23 14:12,29.9,29.1,35,1012,20.4,130,0,0.0
26-01-23 15:10,29.9,29.1,35,1011,20.4,130,0,0.0
26-01-23 16:10,28.9,28.5,39,1011,16.7,130,0,0.0
26-01-23 17:10,28.9,28.5,39,1011,14.8,120,0,0.0
26-01-23 18:32,23.9,24.0,60,1012,11.1,110,0,0.0
26-01-23 19:12,23.9,24.0,60,1012,11.1,100,1,0.0
26-01-23 20:10,23.9,24.1,64,1013,3.7,0,1,0.0
26-01-23 21:07,19.9,20.2,83,1014,3.7,0,1,0.0
26-01-23 22:16,19.9,20.2,83,1015,3.7,0,2,0.0
26-01-23 23:10,18.9,19.2,88,1013,3.7,0,7,0.0
27-01-23 00:12,18.9,19.2,88,1015,3.7,0,62,0.0
27-01-23 01:10,17.9,18.2,94,1014,3.7,0,35,0.0
27-01-23 02:10,16.9,17.3,100,1014,3.7,0,24,0.0
27-01-23 03:11,20.3,20.2,68,1012,7.5,341,18,0.0
27-01-23 04:10,16.9,17.3,100,1013,3.7,0,14,0.0
27-01-23 05:10,19.8,19.5,67,1013,7.3,347,13,0.0
27-01-23 07:33,15.9,16.2,100,1014,3.7,0,61,0.0
27-01-23 08:27,18.9,18.9,77,1015,3.7,0,42,0.0
27-01-23 09:09,20.9,21.0,73,1015,3.7,0,32,0.0
27-01-23 10:12,24.9,24.8,50,1016,5.5,290,26,0.0
27-01-23 11:10,28.9,28.1,34,1015,3.7,0,23,0.0
27-01-23 12:13,30.9,29.6,29,1014,3.7,0,5,0.0
27-01-23 13:09,28.3,27.8,38,1012,14.2,114,4,0.0
27-01-23 14:07,31.9,30.3,25,1011,13.0,110,5,0.0
27-01-23 15:10,30.9,29.7,30,1011,14.8,130,9,0.0
27-01-23 16:10,30.9,29.3,25,1011,16.7,120,8,0.0
27-01-23 17:09,29.9,28.7,30,1011,7.4,130,7,0.0
27-01-23 18:28,25.9,25.7,41,1011,7.4,100,39,0.0
27-01-23 19:10,23.9,23.8,53,1011,7.4,100,22,0.0
27-01-23 20:09,21.9,21.9,64,1013,3.7,0,16,0.0
27-01-23 21:06,19.9,19.9,73,1014,3.7,0,15,0.0
27-01-23 22:17,18.9,18.9,77,1013,3.7,0,16,0.0
27-01-23 23:10,18.9,18.9,77,1013,3.7,0,18,0.0
28-01-23 00:12,17.9,17.9,82,1013,3.7,0,13,0.0
28-01-23 01:11,21.2,21.0,65,1012,5.5,11,14,0.0
28-01-23 02:10,17.9,18.2,94,1012,3.7,0,18,0.0
28-01-23 03:10,16.9,17.3,100,1012,3.7,0,20,0.0
28-01-23 04:10,20.2,20.0,68,1012,7.5,354,17,0.0
28-01-23 05:09,20.0,19.8,69,1012,6.9,351,18,0.0
28-01-23 07:34,15.9,16.2,100,1013,3.7,0,76,0.0
28-01-23 08:25,18.9,19.0,82,1014,3.7,0,65,0.0
28-01-23 09:10,21.9,21.9,64,1015,3.7,0,64,0.0
28-01-23 10:12,25.9,25.8,47,1015,5.5,260,53,0.0
28-01-23 11:10,29.9,29.1,35,1014,5.5,150,45,0.0
28-01-23 12:07,29.9,29.1,35,1013,14.8,130,4,0.0
28-01-23 13:10,30.9,30.4,37,1012,16.7,140,4,0.0
28-01-23 14:11,30.9,30.4,37,1011,16.7,100,3,0.0
28-01-23 15:10,30.9,31.1,42,1010,18.5,110,2,0.0
28-01-23 16:10,29.9,29.3,37,1010,18.5,130,2,0.0
28-01-23 17:10,28.9,29.4,48,1010,13.0,110,1,0.0
28-01-23 18:22,26.9,28.1,61,1011,11.1,110,0,0.0
28-01-23 19:10,24.9,25.4,73,1011,5.5,80,0,0.0
28-01-23 20:11,24.9,25.4,73,1012,3.7,0,0,0.0
28-01-23 21:10,23.9,24.6,83,1013,3.7,0,20,0.0
28-01-23 22:14,22.9,23.6,88,1013,3.7,0,40,0.0
28-01-23 23:07,21.9,22.6,94,1013,3.7,0,40,0.0
29-01-23 00:10,21.9,22.5,88,1012,3.7,0,20,0.0
29-01-23 01:06,20.9,21.5,94,1012,3.7,0,20,0.0
29-01-23 02:10,20.9,21.5,94,1011,3.7,0,40,0.0
29-01-23 03:10,20.9,21.5,94,1011,3.7,0,40,0.0
29-01-23 04:10,21.3,21.7,83,1011,7.3,9,16,0.0
29-01-23 05:10,19.9,20.6,100,1011,3.7,0,40,0.0
29-01-23 07:37,19.9,20.6,100,1013,3.7,0,40,0.0
29-01-23 08:29,22.9,23.6,88,1014,7.4,330,40,0.0
29-01-23 09:10,23.9,24.6,83,1014,7.4,40,20,0.0
29-01-23 10:08,26.9,28.7,69,1015,7.4,90,20,0.0
29-01-23 11:08,27.9,29.5,61,1014,11.1,50,20,0.0
29-01-23 12:11,29.9,30.7,48,1013,13.0,90,20,0.0
29-01-23 13:10,29.9,30.7,48,1012,16.7,100,20,0.0
29-01-23 14:07,28.1,28.9,54,1010,21.1,89,1,0.0
29-01-23 15:10,30.9,30.4,37,1010,18.5,100,0,0.0
29-01-23 16:10,28.9,29.7,51,1010,14.8,100,0,0.0
29-01-23 17:10,28.9,28.7,42,1010,14.8,90,0,0.0
29-01-23 18:25,25.9,26.4,69,1011,9.3,90,1,0.0
29-01-23 19:10,25.9,26.4,69,1011,9.3,80,1,0.0
29-01-23 20:10,24.9,25.5,78,1013,9.3,80,1,0.0
29-01-23 21:10,24.9,25.5,78,1014,9.3,70,1,0.0
29-01-23 22:12,23.3,23.7,77,1014,11.7,43,6,0.0
29-01-23 23:10,25.9,26.5,73,1013,7.4,80,9,0.0
30-01-23 01:10,23.9,24.7,88,1013,3.7,0,6,0.0
30-01-23 02:10,23.9,24.7,88,1012,3.7,0,20,0.0
30-01-23 03:10,22.9,23.7,94,1012,3.7,0,20,0.0
30-01-23 04:07,22.9,23.7,94,1012,3.7,0,20,0.0
30-01-23 05:10,22.9,23.7,94,1012,3.7,0,20,0.0
30-01-23 07:28,23.9,24.7,88,1014,9.3,20,20,0.0
30-01-23 08:22,24.9,25.5,78,1015,7.4,50,20,0.0
30-01-23 09:10,25.9,26.5,73,1016,9.3,60,20,0.0
30-01-23 10:12,26.9,28.4,65,1016,13.0,60,20,0.0
30-01-23 11:10,27.9,29.1,57,1016,13.0,50,40,0.0
30-01-23 12:13,27.9,29.1,57,1015,9.3,60,40,0.0
30-01-23 13:11,29.9,30.7,48,1014,16.7,90,40,0.0
30-01-23 14:13,29.9,30.2,45,1012,13.0,100,20,0.0
30-01-23 15:11,28.9,30.1,54,1012,20.4,100,20,0.0
30-01-23 16:11,27.9,29.5,61,1012,18.5,100,20,0.0
30-01-23 17:06,26.9,28.4,65,1012,16.7,100,20,0.0
30-01-23 18:32,25.9,26.5,73,1013,11.1,90,5,0.0
30-01-23 19:11,25.9,26.5,73,1014,14.8,100,4,0.0
30-01-23 20:10,24.9,25.7,83,1014,9.3,90,4,0.0
30-01-23 21:11,24.9,25.7,83,1014,7.4,70,4,0.0
30-01-23 22:18,23.9,24.8,94,1015,5.5,10,12,0.0
30-01-23 23:10,23.9,24.8,94,1014,3.7,0,13,0.0
31-01-23 00:13,23.9,24.8,94,1014,3.7,0,48,0.0
31-01-23 01:06,23.9,24.8,94,1013,3.7,0,98,0.0
31-01-23 02:11,23.9,24.8,94,1013,3.7,0,97,0.0
31-01-23 03:10,21.7,22.0,80,1012,8.9,8,98,0.0
31-01-23 04:10,22.9,23.7,94,1012,3.7,0,97,0.0
31-01-23 05:10,21.3,21.5,80,1013,7.7,11,96,0.0
31-01-23 07:37,23.9,24.6,83,1013,5.5,330,75,0.0
31-01-23 08:29,23.9,24.7,88,1014,3.7,0,75,0.0
31-01-23 09:07,23.9,24.7,88,1014,3.7,0,75,0.0
31-01-23 10:10,25.9,26.3,65,1015,3.7,0,75,0.0
31-01-23 11:10,27.9,28.5,51,1015,5.5,70,75,0.0
